date,Blekinge,Dalarna,Gotland,Gävleborg,Halland,Jämtland,Jönköping,Kalmar,Kronoberg,Norrbotten,Skåne,Stockholm,Sörmland,Uppsala,Värmland,Västerbotten,Västernorrland,Västmanland,Västragötaland,Örebro,Östergötland,compartment
2020-08-16,1.0761721406713,0.845527201000783,0.788329158432427,0.910605946322053,0.818512136048064,1.54359880686006,0.92092348035207,1.37228830422419,1.05675598647171,1.06277305830616,0.980955849125951,1.0641612960993,1.07347183066668,0.977689057431481,0.79749770870056,2.02291158127947,0.671663944789612,1.09349685910468,0.884662276486414,0.901843293298518,1.12516355815851,mid
2020-08-17,0.899482638476256,0.877990269922711,0.76199370277435,0.975258633768535,0.756639015308143,1.20161049126856,0.964543884615648,1.28396715247445,0.927187405139623,0.940777801425048,1.07008738572959,1.0300858707824,1.04512170078591,0.984815152191954,0.798425216538008,1.61918709729389,0.727297126379408,0.910107338425998,0.874123454107534,1.02358442697241,1.08532213210053,mid
2020-08-18,0.684592383451175,0.970122818930211,0.745888083908861,0.780637794626585,0.824151113023128,1.04550874663312,0.966055580245574,1.66653210799176,0.766434302222807,0.897092147512193,1.09176489359814,0.935343448955534,0.853080891985514,1.06378501811165,0.807672985284447,1.27582710126906,0.757797003172305,0.849424513960695,0.820791047234914,0.864645437393742,1.03363874927908,mid
2020-08-19,0.713149170472772,1.02465641120004,0.710302437723646,0.701310495865602,0.775954136539996,0.849201075613461,0.950802934298781,1.29129852486879,0.611883288829554,0.775791011489256,0.995200549782598,0.908836814528512,0.666861458575621,1.09626882566051,0.698397272152794,0.999098204955081,1.13388684459688,1.036405591059,0.786732507595646,0.918360808603237,1.03980785897698,mid
2020-08-20,0.606609209796342,0.899393730757488,0.63825570807289,0.7437962601304,0.772800714739643,0.978830686471923,1.00315910387745,1.07970124740442,0.681293803928096,0.663214235613407,1.017942479484,0.9388250427168,0.672357791368927,0.960967364446752,0.642099757357538,0.725263937317855,0.957422817849903,1.06234819595056,0.786868246483636,0.913900803803609,1.05512397258252,mid
2020-08-21,0.624328370511423,0.930353662080174,0.601373923747731,0.648639682784946,0.98772272310661,0.572864790378027,0.999270686497001,1.21450540121674,0.566766420996627,0.51007749902656,1.05307204784128,0.899988662051077,0.633685334718709,0.939574380541093,0.675889020233625,0.451381912429686,1.27100499606834,1.02055392400672,0.787496263231669,0.826867890978765,0.921041262388873,mid
2020-08-22,0.651574560203645,0.992172936976782,0.375045888817652,0.79449801742502,1.0287330636911,0.371270260851902,0.890621198268622,1.25649327341082,0.643974314229852,0.400349105356771,1.00749135601335,0.900912490033447,0.46579781415146,1.17683244938446,0.632352967529066,0.38775561659774,1.18250374760937,0.959299045850463,0.769561828883957,0.758336237807828,0.776478298746188,mid
2020-08-23,0.684481903944449,1.08667520915495,0.469028904547425,0.882125679340684,1.03416350951846,0.240588155252635,0.909167812971406,1.1932301411545,0.707777237042703,0.44825768623026,0.976377862876879,0.908174962277915,0.491638419612342,1.19563009446389,0.659660385292052,0.42882100888039,1.15328322779493,0.950529625842454,0.788538099250843,0.762042320977515,0.860935569615052,mid
2020-08-24,0.717900358406859,1.09877846032513,0.480495342416985,0.79296620772755,1.10619851209491,0.277786962028471,0.893556086467535,1.09188907320017,0.728042370546971,0.586638533508906,1.00423817758495,0.914650631704931,0.528850728873282,1.0978318402598,0.715395972879197,0.495841677971928,1.0745367531531,0.924596183764792,0.846198268123786,0.679845107028385,0.850678885350747,mid
2020-08-25,0.783061664857654,1.14445411584472,0.42446588078272,0.819544800879255,0.877525558213731,0.342376281902452,0.719246556905712,0.751403849997951,0.93405766061003,0.462627478079377,0.966777592588706,0.872576876277471,0.329576414776142,1.03927009501095,0.743018046841769,0.457429499466655,1.0455525033387,0.932342351212934,0.831632968765186,0.722145379501216,0.88583794142804,mid
2020-08-26,0.577108663002526,1.15180981223758,0.417547228445075,1.14480584205935,0.986028150629296,0.732842694982953,0.647370631649757,0.856483151905276,0.941813270997717,0.44989503590825,0.948376986364504,0.819576992409194,0.363195366506444,0.867288619912444,0.85751204146277,0.629150113076075,0.686628172692638,0.728621009327345,0.71821393984835,0.498439700204865,0.917578544517922,mid
2020-08-27,0.53601782132346,1.27334334256529,0.694382153166603,0.957794275106445,0.958694564863408,0.754434717442006,0.534428768508877,0.776515655607067,0.779727141283261,1.15255752534927,0.917420926487904,0.756334682359503,0.413730721722084,0.886196240464616,0.737061310477563,0.668485076062069,0.648732334406823,0.769423383934144,0.608996189933221,0.509312115937514,0.825467605371614,mid
2020-08-28,0.71967585937897,1.19073947317307,0.592268307455852,0.91575211206582,0.681502675452579,1.13563109360027,0.629546504636058,0.60014466483787,1.000694096477,1.34170721904757,0.860697595156899,0.725613479753698,0.950028160439103,0.874879060444396,0.625976391580563,0.750549717635858,0.477429259626782,0.687604161213689,0.552294079424392,0.46544358095775,0.78359390244669,mid
2020-08-29,0.803865489992709,1.30566563483077,0.686499661205444,0.715394004445517,0.6983705828842,3.04636193323945,0.677989485780884,0.707416240477533,0.968095604481828,1.43108700491626,0.85027675921226,0.691955409654589,1.20059061770626,0.61391404631091,0.434868814995245,0.956441002129315,0.432075373836773,0.66919609999912,0.64688086808324,0.529770655565132,0.682687726999972,mid
2020-08-30,0.888718642634925,1.25297010487058,0.622271389077194,0.769331160383592,0.747026402370133,3.3411472037778,0.710972465197998,0.694234389416653,0.946725279442598,1.38737693732164,0.857297371516111,0.777360053699014,1.24443436111823,0.614193437534646,0.466270188205341,1.02595708771151,0.536041729186409,0.71945149836233,0.70341338392888,0.611930696725955,0.453707537904839,mid
2020-08-31,0.953594248825311,1.21669456591829,0.69940601922681,0.817953288474637,0.871749159626826,2.94143906132908,0.803971815280438,0.713149596737683,0.979151632917359,1.06465380926716,0.799472349232044,0.797363694480953,1.18509286018412,0.688395445026218,0.521316529727951,1.06945739183072,0.622695033223484,0.851581831803631,0.770228645646832,0.554484713302973,0.743933035434682,mid
2020-09-01,0.934033206959623,1.22018948097594,0.788189388567469,0.818670661451006,0.926491484595794,2.36219947255368,0.971289595269625,0.69238417871908,0.814045276270641,1.11796333377658,0.701744974014516,0.785543669592879,1.09592155747099,0.683859608909165,0.697285116418808,0.774885638930887,0.657986481141181,0.920284260518136,0.818255036633114,2.05982473725074,0.726389876069426,mid
2020-09-02,0.703304025503735,1.26573578309146,0.887158098094382,0.683669662301685,0.836394941601702,1.59613618002776,1.27259350178818,0.551797903664724,0.847069679494195,1.31249608873614,0.702007240393071,0.792216851092617,0.90776231961204,0.718194467206163,0.567509963584443,0.623267889750133,0.374129925940993,0.811179448856585,0.921117137655282,3.01374551506525,0.715372814038517,mid
2020-09-03,0.656319170254148,1.2160761316477,0.245949276960795,0.872041330812669,1.0811160951404,2.75259475384754,1.52411196551283,0.626944583439037,0.963090277266716,0.651975865277429,0.683062465900186,0.92086663135196,0.757722324609556,0.867931334288681,0.557827677346418,0.807203913286057,0.58659135794388,1.00829856655861,0.972224287493816,3.49593012410867,0.953463278353211,mid
2020-09-04,0.34640742862321,1.14673964587805,0.540692814179392,0.877816914011182,1.18548364658043,2.31830518582716,1.80309801111117,0.681730898851082,0.832657486970694,0.642346608646512,0.729060590737633,1.02342669409182,0.325383221285251,0.871080087851888,0.859072386677176,0.696263863811637,0.673611446015989,1.26060900165607,1.18047544472229,3.30194308525968,1.13886049722768,mid
2020-09-05,0.227370828339404,0.998921827801902,0.635418248593776,0.990573034093904,1.17192743372594,1.77561652601448,1.9353542498089,0.468330461437497,0.953518354831544,0.665077139989984,0.788007863409363,1.12371058590551,0.113748987951768,0.8769908157695,1.39370193347715,0.560948341037064,0.891545323925894,1.45985985185896,1.15680480093933,2.72361903378816,1.45545921029793,mid
2020-09-06,0.350908257779951,0.953352081679863,0.785763691892348,0.9097906313798,1.11693122917212,1.40036630242417,1.73431802976275,0.515171688791407,0.980561178464999,0.727506170888591,0.8302273130806,1.11515423236402,0.127319870876054,0.895648728385576,1.75484911504045,0.597535051514825,0.880187984526927,1.42307058085879,1.20473087379406,2.12589810098258,1.56284312786798,mid
2020-09-07,0.432874403855349,0.912242442740639,0.966276389763525,1.23725567506433,0.950464177202128,1.21918470129709,1.54322546276382,0.57966762265167,1.10638549440744,0.811164522012981,0.862937343544974,1.05721988573025,0.152324619722511,0.967128778003089,1.63136539661223,0.960600307611601,1.0859147924771,1.53472657794534,1.25538223732572,1.85601984991239,1.18837236469384,mid
2020-09-08,0.823393451517132,0.88704801862376,1.15025682804851,1.44983086403171,0.891491183166186,1.17373697148661,1.54246348902345,0.79789446208828,1.27424735166724,1.04817569721819,0.936908849508672,1.06602998438754,1.32224882598353,1.20592998248898,1.76835574160548,1.47925882756654,1.2804556033829,1.60214790361541,1.22131211355368,1.22835412320597,1.36689478241059,mid
