date,Sweden,compartment
2020-02-04,1,Iinc
2020-02-05,0,Iinc
2020-02-06,0,Iinc
2020-02-07,0,Iinc
2020-02-08,0,Iinc
2020-02-09,0,Iinc
2020-02-10,0,Iinc
2020-02-11,0,Iinc
2020-02-12,0,Iinc
2020-02-13,0,Iinc
2020-02-14,0,Iinc
2020-02-15,0,Iinc
2020-02-16,0,Iinc
2020-02-17,0,Iinc
2020-02-18,0,Iinc
2020-02-19,0,Iinc
2020-02-20,0,Iinc
2020-02-21,0,Iinc
2020-02-22,0,Iinc
2020-02-23,0,Iinc
2020-02-24,0,Iinc
2020-02-25,0,Iinc
2020-02-26,1,Iinc
2020-02-27,1,Iinc
2020-02-28,8,Iinc
2020-02-29,3,Iinc
2020-03-01,0,Iinc
2020-03-02,5,Iinc
2020-03-03,13,Iinc
2020-03-04,30,Iinc
2020-03-05,25,Iinc
2020-03-06,59,Iinc
2020-03-07,33,Iinc
2020-03-08,46,Iinc
2020-03-09,101,Iinc
2020-03-10,98,Iinc
2020-03-11,196,Iinc
2020-03-12,151,Iinc
2020-03-13,152,Iinc
2020-03-14,71,Iinc
2020-03-15,69,Iinc
2020-03-16,83,Iinc
2020-03-17,119,Iinc
2020-03-18,145,Iinc
2020-03-19,143,Iinc
2020-03-20,180,Iinc
2020-03-21,136,Iinc
2020-03-22,118,Iinc
2020-03-23,182,Iinc
2020-03-24,230,Iinc
2020-03-25,314,Iinc
2020-03-26,286,Iinc
2020-03-27,365,Iinc
2020-03-28,300,Iinc
2020-03-29,280,Iinc
2020-03-30,416,Iinc
2020-03-31,474,Iinc
2020-04-01,486,Iinc
2020-04-02,554,Iinc
2020-04-03,602,Iinc
2020-04-04,357,Iinc
2020-04-05,340,Iinc
2020-04-06,389,Iinc
2020-04-07,739,Iinc
2020-04-08,654,Iinc
2020-04-09,645,Iinc
2020-04-10,454,Iinc
2020-04-11,395,Iinc
2020-04-12,464,Iinc
2020-04-13,437,Iinc
2020-04-14,479,Iinc
2020-04-15,604,Iinc
2020-04-16,623,Iinc
2020-04-17,689,Iinc
2020-04-18,532,Iinc
2020-04-19,388,Iinc
2020-04-20,461,Iinc
2020-04-21,707,Iinc
2020-04-22,723,Iinc
2020-04-23,758,Iinc
2020-04-24,781,Iinc
2020-04-25,473,Iinc
2020-04-26,300,Iinc
2020-04-27,563,Iinc
2020-04-28,742,Iinc
2020-04-29,799,Iinc
2020-04-30,636,Iinc
2020-05-01,532,Iinc
2020-05-02,299,Iinc
2020-05-03,261,Iinc
2020-05-04,477,Iinc
2020-05-05,657,Iinc
2020-05-06,745,Iinc
2020-05-07,785,Iinc
2020-05-08,701,Iinc
2020-05-09,509,Iinc
2020-05-10,279,Iinc
2020-05-11,455,Iinc
2020-05-12,754,Iinc
2020-05-13,698,Iinc
2020-05-14,657,Iinc
2020-05-15,688,Iinc
2020-05-16,358,Iinc
2020-05-17,259,Iinc
2020-05-18,430,Iinc
2020-05-19,666,Iinc
2020-05-20,808,Iinc
2020-05-21,610,Iinc
2020-05-22,532,Iinc
2020-05-23,403,Iinc
2020-05-24,210,Iinc
2020-05-25,490,Iinc
2020-05-26,746,Iinc
2020-05-27,800,Iinc
2020-05-28,774,Iinc
2020-05-29,773,Iinc
2020-05-30,432,Iinc
2020-05-31,265,Iinc
2020-06-01,648,Iinc
2020-06-02,900,Iinc
2020-06-03,1046,Iinc
2020-06-04,1039,Iinc
2020-06-05,1146,Iinc
2020-06-06,780,Iinc
2020-06-07,462,Iinc
2020-06-08,677,Iinc
2020-06-09,937,Iinc
2020-06-10,1437,Iinc
2020-06-11,1293,Iinc
2020-06-12,1329,Iinc
2020-06-13,1032,Iinc
2020-06-14,418,Iinc
2020-06-15,685,Iinc
2020-06-16,1209,Iinc
2020-06-17,1457,Iinc
2020-06-18,1494,Iinc
2020-06-19,1209,Iinc
2020-06-20,698,Iinc
2020-06-21,321,Iinc
2020-06-22,800,Iinc
2020-06-23,1309,Iinc
2020-06-24,1696,Iinc
2020-06-25,1276,Iinc
2020-06-26,1204,Iinc
2020-06-27,755,Iinc
2020-06-28,415,Iinc
2020-06-29,726,Iinc
2020-06-30,808,Iinc
2020-07-01,685,Iinc
2020-07-02,687,Iinc
2020-07-03,694,Iinc
2020-07-04,364,Iinc
2020-07-05,315,Iinc
2020-07-06,251,Iinc
2020-07-07,278,Iinc
2020-07-08,533,Iinc
2020-07-09,334,Iinc
2020-07-10,369,Iinc
2020-07-11,308,Iinc
2020-07-12,106,Iinc
2020-07-13,170,Iinc
2020-07-14,312,Iinc
2020-07-15,287,Iinc
2020-07-16,268,Iinc
2020-07-17,284,Iinc
2020-07-18,191,Iinc
2020-07-19,110,Iinc
2020-07-20,131,Iinc
2020-07-21,226,Iinc
2020-07-22,297,Iinc
2020-07-23,220,Iinc
2020-07-24,262,Iinc
2020-07-25,138,Iinc
2020-07-26,42,Iinc
2020-07-27,71,Iinc
2020-07-28,283,Iinc
2020-07-29,301,Iinc
2020-07-30,302,Iinc
2020-07-31,258,Iinc
2020-08-01,303,Iinc
2020-08-02,38,Iinc
2020-08-03,165,Iinc
2020-08-04,333,Iinc
2020-08-05,425,Iinc
2020-08-06,378,Iinc
2020-08-07,380,Iinc
2020-08-08,260,Iinc
2020-08-09,73,Iinc
2020-08-10,196,Iinc
2020-08-11,417,Iinc
2020-08-12,443,Iinc
2020-08-13,363,Iinc
2020-08-14,344,Iinc
2020-08-15,226,Iinc
2020-08-16,63,Iinc
2020-08-17,174,Iinc
2020-08-18,314,Iinc
2020-08-19,351,Iinc
2020-08-20,333,Iinc
2020-08-21,298,Iinc
2020-08-22,160,Iinc
2020-08-23,57,Iinc
2020-08-24,174,Iinc
2020-08-25,222,Iinc
2020-08-26,244,Iinc
2020-08-27,202,Iinc
2020-08-28,179,Iinc
2020-08-29,131,Iinc
2020-08-30,48,Iinc
2020-08-31,162,Iinc
2020-09-01,171,Iinc
2020-09-02,213,Iinc
2020-09-03,286,Iinc
2020-09-04,262,Iinc
2020-09-05,171,Iinc
2020-09-06,67,Iinc
2020-09-07,185,Iinc
2020-09-08,236,Iinc
2020-09-09,314,Iinc
2020-09-10,254,Iinc
2020-09-11,291,Iinc
2020-09-12,206,Iinc
2020-09-13,106,Iinc
2020-09-14,220,Iinc
2020-09-15,292,Iinc
2020-09-16,330,Iinc
2020-09-17,389,Iinc
2020-09-18,437,Iinc
2020-09-19,279,Iinc
2020-09-20,133,Iinc
2020-09-21,266,Iinc
2020-09-22,438,Iinc
2020-09-23,553,Iinc
2020-09-24,540,Iinc
2020-09-25,630,Iinc
2020-09-26,325,Iinc
2020-09-27,167,Iinc
2020-09-28,378,Iinc
2020-09-29,613,Iinc
2020-09-30,689,Iinc
2020-10-01,633,Iinc
2020-10-02,712,Iinc
2020-10-03,461,Iinc
2020-10-04,156,Iinc
2020-10-05,374,Iinc
2020-10-06,786,Iinc
2020-10-07,831,Iinc
2020-10-08,834,Iinc
2020-10-09,783,Iinc
2020-10-10,509,Iinc
2020-10-11,161,Iinc
2020-10-12,637,Iinc
2020-10-13,916,Iinc
2020-10-14,968,Iinc
2020-10-15,902,Iinc
2020-10-16,1179,Iinc
2020-10-17,697,Iinc
2020-10-18,321,Iinc
2020-10-19,771,Iinc
2020-10-20,1289,Iinc
2020-10-21,1571,Iinc
2020-10-22,1666,Iinc
2020-10-23,1867,Iinc
2020-10-24,1477,Iinc
2020-10-25,514,Iinc
2020-10-26,1069,Iinc
2020-10-27,2414,Iinc
2020-10-28,3389,Iinc
2020-10-29,3262,Iinc
2020-10-30,4056,Iinc
2020-10-31,2987,Iinc
2020-11-01,1297,Iinc
2020-11-02,1569,Iinc
2020-11-03,3608,Iinc
2020-11-04,4482,Iinc
2020-11-05,4744,Iinc
2020-11-06,4454,Iinc
2020-11-07,4451,Iinc
2020-11-08,2097,Iinc
2020-11-09,3725,Iinc
2020-11-10,4497,Iinc
2020-11-11,5709,Iinc
2020-11-12,5564,Iinc
2020-11-13,6730,Iinc
2020-11-14,3513,Iinc
2020-11-15,1581,Iinc
2020-11-16,2544,Iinc
2020-11-17,4458,Iinc
2020-11-18,4961,Iinc
2020-11-19,7609,Iinc
2020-11-20,5458,Iinc
2020-11-21,4492,Iinc
2020-11-22,2422,Iinc
2020-11-23,3877,Iinc
2020-11-24,5674,Iinc
2020-11-25,6066,Iinc
2020-11-26,6903,Iinc
2020-11-27,6462,Iinc
2020-11-28,3825,Iinc
2020-11-29,2753,Iinc
2020-11-30,3480,Iinc
2020-12-01,5819,Iinc
2020-12-02,6547,Iinc
2020-12-03,6986,Iinc
2020-12-04,7338,Iinc
2020-12-05,4864,Iinc
2020-12-06,1803,Iinc
2020-12-07,3782,Iinc
2020-12-08,7446,Iinc
2020-12-09,8398,Iinc
2020-12-10,6693,Iinc
2020-12-11,7717,Iinc
2020-12-12,6538,Iinc
2020-12-13,3057,Iinc
2020-12-14,3534,Iinc
2020-12-15,7001,Iinc
2020-12-16,8824,Iinc
2020-12-17,9640,Iinc
2020-12-18,7917,Iinc
2020-12-19,5509,Iinc
2020-12-20,3752,Iinc
2020-12-21,5160,Iinc
2020-12-22,6595,Iinc
2020-12-23,11376,Iinc
2020-12-24,5036,Iinc
2020-12-25,2793,Iinc
2020-12-26,2966,Iinc
2020-12-27,3208,Iinc
2020-12-28,7091,Iinc
2020-12-29,8872,Iinc
2020-12-30,10459,Iinc
2020-12-31,6999,Iinc
2021-01-01,2618,Iinc
2021-01-02,2530,Iinc
2021-01-03,2754,Iinc
2021-01-04,6982,Iinc
2021-01-05,7546,Iinc
2021-01-06,5028,Iinc
2021-01-07,7148,Iinc
2021-01-08,5691,Iinc
2021-01-09,4735,Iinc
2021-01-10,2317,Iinc
2021-01-11,4648,Iinc
2021-01-12,5334,Iinc
2021-01-13,6595,Iinc
2021-01-14,4743,Iinc
2021-01-15,4205,Iinc
2021-01-16,2160,Iinc
2021-01-17,1250,Iinc
2021-01-18,2111,Iinc
2021-01-19,4732,Iinc
2021-01-20,4946,Iinc
2021-01-21,4196,Iinc
2021-01-22,3722,Iinc
2021-01-23,2368,Iinc
2021-01-24,1147,Iinc
2021-01-25,1884,Iinc
2021-01-26,4186,Iinc
2021-01-27,4105,Iinc
2021-01-28,2368,Iinc
2021-01-29,4252,Iinc
2021-01-30,2695,Iinc
2021-01-31,1164,Iinc
2021-02-01,1551,Iinc
2021-02-02,4315,Iinc
2021-02-03,3737,Iinc
2021-02-04,3396,Iinc
2021-02-05,3260,Iinc
2021-02-06,2332,Iinc
2021-02-07,1013,Iinc
2021-02-08,1505,Iinc
2021-02-09,4069,Iinc
2021-02-10,4353,Iinc
2021-02-11,3804,Iinc
2021-02-12,3569,Iinc
2021-02-13,2771,Iinc
2021-02-14,1211,Iinc
2021-02-15,1901,Iinc
2021-02-16,4205,Iinc
2021-02-17,4965,Iinc
2021-02-18,4134,Iinc
2021-02-19,4028,Iinc
2021-02-20,2781,Iinc
2021-02-21,1599,Iinc
2021-02-22,2538,Iinc
2021-02-23,5404,Iinc
2021-02-24,4977,Iinc
2021-02-25,4830,Iinc
2021-02-26,4583,Iinc
2021-02-27,3107,Iinc
2021-02-28,1242,Iinc
2021-03-01,2826,Iinc
2021-03-02,6189,Iinc
2021-03-03,4869,Iinc
2021-03-04,4883,Iinc
2021-03-05,4069,Iinc
2021-03-06,3452,Iinc
2021-03-07,1451,Iinc
2021-03-08,1982,Iinc
2021-03-09,5928,Iinc
2021-03-10,5326,Iinc
2021-03-11,5332,Iinc
2021-03-12,4994,Iinc
2021-03-13,3953,Iinc
2021-03-14,1040,Iinc
2021-03-15,2714,Iinc
2021-03-16,6786,Iinc
2021-03-17,6431,Iinc
2021-03-18,5736,Iinc
2021-03-19,5406,Iinc
2021-03-20,4380,Iinc
2021-03-21,1579,Iinc
2021-03-22,2687,Iinc
2021-03-23,7652,Iinc
2021-03-24,7706,Iinc
2021-03-25,6365,Iinc
2021-03-26,6294,Iinc
2021-03-27,5196,Iinc
2021-03-28,1980,Iinc
2021-03-29,2962,Iinc
2021-03-30,8468,Iinc
2021-03-31,8290,Iinc
2021-04-01,6976,Iinc
2021-04-02,6836,Iinc
2021-04-03,3403,Iinc
2021-04-04,1449,Iinc
2021-04-05,3103,Iinc
2021-04-06,6813,Iinc
2021-04-07,7824,Iinc
2021-04-08,7760,Iinc
2021-04-09,7626,Iinc
2021-04-10,5626,Iinc
2021-04-11,2390,Iinc
2021-04-12,3471,Iinc
2021-04-13,8870,Iinc
2021-04-14,7093,Iinc
2021-04-15,7665,Iinc
2021-04-16,6440,Iinc
2021-04-17,4983,Iinc
2021-04-18,2514,Iinc
2021-04-19,2713,Iinc
2021-04-20,7538,Iinc
2021-04-21,7706,Iinc
2021-04-22,6248,Iinc
2021-04-23,5501,Iinc
2021-04-24,4568,Iinc
2021-04-25,1756,Iinc
2021-04-26,3069,Iinc
2021-04-27,7267,Iinc
2021-04-28,7144,Iinc
2021-04-29,5931,Iinc
2021-04-30,5424,Iinc
2021-05-01,4753,Iinc
2021-05-02,1718,Iinc
2021-05-03,3068,Iinc
2021-05-04,7035,Iinc
2021-05-05,6482,Iinc
2021-05-06,5716,Iinc
2021-05-07,5244,Iinc
2021-05-08,4476,Iinc
2021-05-09,1657,Iinc
2021-05-10,2460,Iinc
2021-05-11,6311,Iinc
2021-05-12,5269,Iinc
2021-05-13,3918,Iinc
2021-05-14,2579,Iinc
2021-05-15,3969,Iinc
2021-05-16,1408,Iinc
2021-05-17,2106,Iinc
2021-05-18,4642,Iinc
2021-05-19,3410,Iinc
2021-05-20,3166,Iinc
2021-05-21,2317,Iinc
2021-05-22,1909,Iinc
2021-05-23,620,Iinc
2021-05-24,1195,Iinc
2021-05-25,2739,Iinc
2021-05-26,1418,Iinc
2021-05-27,92,Iinc
2021-05-28,297,Iinc
2021-05-29,285,Iinc
2021-05-30,1948,Iinc
2021-05-31,1898,Iinc
2021-06-01,2783,Iinc
2021-06-02,1364,Iinc
2021-06-03,1080,Iinc
2021-06-04,989,Iinc
2021-06-05,758,Iinc
2021-06-06,222,Iinc
2021-06-07,490,Iinc
2021-06-08,1183,Iinc
2021-06-09,825,Iinc
2021-06-10,729,Iinc
2021-06-11,484,Iinc
2021-06-12,524,Iinc
2021-06-13,159,Iinc
2021-06-14,0,Iinc
2021-06-15,1,Iinc
2021-06-16,36,Iinc
2021-06-17,2190,Iinc
2021-06-18,601,Iinc
2021-06-19,19,Iinc
2021-06-20,1,Iinc
2021-06-21,678,Iinc
2021-06-22,506,Iinc
2021-06-23,379,Iinc
2021-06-24,373,Iinc
2021-06-25,31,Iinc
2021-06-26,8,Iinc
2021-06-27,8,Iinc
2021-06-28,444,Iinc
2021-06-29,251,Iinc
2021-06-30,560,Iinc
2021-07-01,284,Iinc
2021-07-02,326,Iinc
2021-07-03,3,Iinc
2021-07-04,2,Iinc
2021-07-05,415,Iinc
2021-07-06,369,Iinc
2021-07-07,258,Iinc
2021-07-08,237,Iinc
2021-07-09,228,Iinc
2021-07-10,7,Iinc
2021-07-11,0,Iinc
2021-07-12,443,Iinc
2021-07-13,370,Iinc
2021-07-14,350,Iinc
2021-07-15,366,Iinc
2021-07-16,337,Iinc
2021-07-17,11,Iinc
2021-07-18,6,Iinc
2021-07-19,628,Iinc
2021-07-20,517,Iinc
2021-07-21,582,Iinc
2021-07-22,477,Iinc
2021-07-23,444,Iinc
2021-07-24,11,Iinc
2021-07-25,2,Iinc
2021-07-26,839,Iinc
2021-07-27,654,Iinc
2021-07-28,656,Iinc
2021-07-29,621,Iinc
2021-07-30,685,Iinc
2021-07-31,4,Iinc
2021-08-01,1,Iinc
2021-08-02,1151,Iinc
2021-08-03,960,Iinc
2021-08-04,852,Iinc
2021-08-05,819,Iinc
2021-08-06,818,Iinc
2021-08-07,6,Iinc
2021-08-08,3,Iinc
2021-08-09,1485,Iinc
2021-08-10,1201,Iinc
2021-08-11,1057,Iinc
2021-08-12,1040,Iinc
2021-08-13,1016,Iinc
2021-08-14,8,Iinc
2021-08-15,10,Iinc
2021-08-16,1781,Iinc
2021-08-17,1330,Iinc
2021-08-18,1275,Iinc
2021-08-19,1028,Iinc
2021-08-20,1045,Iinc
2021-08-21,1,Iinc
2021-08-22,3,Iinc
2021-08-23,1708,Iinc
2021-08-24,1270,Iinc
2021-08-25,1515,Iinc
2021-08-26,1269,Iinc
2021-08-27,915,Iinc
2021-08-28,3,Iinc
2021-08-29,5,Iinc
2021-08-30,2353,Iinc
2021-08-31,1022,Iinc
2021-09-01,1103,Iinc
2021-09-02,1425,Iinc
2021-09-03,1323,Iinc
2021-09-04,1,Iinc
2021-09-05,10,Iinc
2021-09-06,2178,Iinc
2021-09-07,1399,Iinc
2021-09-08,1395,Iinc
2021-09-09,1479,Iinc
2021-09-10,1515,Iinc
2021-09-11,2,Iinc
2021-09-12,0,Iinc
2021-09-13,2137,Iinc
2021-09-14,1114,Iinc
2021-09-15,1184,Iinc
2021-09-16,994,Iinc
2021-09-17,829,Iinc
2021-09-18,1,Iinc
2021-09-19,0,Iinc
2021-09-20,1178,Iinc
2021-09-21,891,Iinc
2021-09-22,743,Iinc
2021-09-23,771,Iinc
2021-09-24,715,Iinc
2021-09-25,1,Iinc
